x,y,B02,B03,B04,B05,B06,B07,B08,B09,B11,B12,Label
102,89,613,829,980,1463,1785,2016,1938,2051,2465,2173,tanah
103,89,449,656,974,1463,1785,2016,1925,2051,2465,2173,tanah
119,89,488,810,1170,1353,2142,2362,1957,2190,2396,1764,tanaman
120,89,556,827,1134,1297,1879,2135,2014,2363,2291,1780,tanaman
121,89,753,994,1300,1297,1879,2135,2021,2363,2291,1780,tanaman
122,89,886,1076,1300,1290,1825,2079,2042,2363,1988,1519,tanaman
123,89,519,739,850,1290,1825,2079,1992,2363,1988,1519,tanaman
89,90,460,757,915,1162,1952,2226,2256,2450,2108,1603,tanah
90,90,415,676,710,1128,1737,1997,2031,2205,1981,1551,tanah
91,90,568,731,977,1128,1737,1997,1880,2205,1981,1551,tanah
92,90,550,806,902,1177,1742,1953,1825,2205,1989,1654,tanah
93,90,462,651,760,1177,1742,1953,2099,2205,1989,1654,tanah
94,90,580,719,862,1078,1829,2114,1991,2205,2090,1523,tanah
95,90,474,636,756,1078,1829,2114,1982,2205,2090,1523,tanah
96,90,454,655,778,1021,1737,1988,1993,2220,1951,1522,tanah
97,90,396,598,709,1021,1737,1988,2226,2220,1951,1522,tanah
98,90,382,570,536,933,1855,2105,2266,2220,1900,1345,tanah
99,90,403,566,610,933,1855,2105,1987,2220,1900,1345,tanah
103,90,414,565,763,1251,1671,1800,1705,2153,2235,1965,tanah
120,90,508,716,1092,1474,1758,1900,1909,2386,2620,2222,tanaman
121,90,539,812,1144,1474,1758,1900,1925,2386,2620,2222,tanaman
122,90,637,922,1212,1402,1850,1976,2114,2386,2293,1775,tanaman
123,90,565,831,1116,1402,1850,1976,2088,2386,2293,1775,tanaman
124,90,468,686,802,1054,1688,1834,1925,2386,1809,1113,tanaman
89,91,461,733,951,1162,1952,2226,2281,2450,2108,1603,tanah
90,91,452,740,899,1128,1737,1997,2025,2205,1981,1551,tanah
91,91,545,822,1076,1128,1737,1997,1864,2205,1981,1551,tanah
92,91,538,725,857,1177,1742,1953,2014,2205,1989,1654,tanah
93,91,585,784,926,1177,1742,1953,1937,2205,1989,1654,tanah
94,91,818,971,1272,1078,1829,2114,1955,2205,2090,1523,tanah
95,91,502,774,1060,1078,1829,2114,1834,2205,2090,1523,tanah
96,91,440,595,760,1021,1737,1988,1868,2220,1951,1522,tanah
97,91,329,518,591,1021,1737,1988,2280,2220,1951,1522,tanah
98,91,306,521,483,933,1855,2105,2228,2220,1900,1345,tanah
99,91,377,579,738,933,1855,2105,1921,2220,1900,1345,tanah
121,91,640,899,1218,1474,1758,1900,1997,2386,2620,2222,tanaman
122,91,711,987,1300,1402,1850,1976,2128,2386,2293,1775,tanaman
123,91,637,946,1266,1402,1850,1976,2176,2386,2293,1775,tanaman
124,91,558,808,960,1054,1688,1834,2098,2386,1809,1113,tanaman
125,91,483,713,830,1054,1688,1834,2101,2386,1809,1113,tanaman
89,92,484,713,844,1231,1902,2065,2050,2450,2207,1711,tanah
90,92,512,706,890,1219,1683,1919,1852,2205,2162,1772,tanah
91,92,594,823,1052,1219,1683,1919,1874,2205,2162,1772,tanah
92,92,583,847,1002,1298,1634,1885,1986,2205,2219,1940,tanah
93,92,563,785,1024,1298,1634,1885,1773,2205,2219,1940,tanah
94,92,576,785,1050,1256,1628,1878,1742,2205,2203,1930,tanah
95,92,432,645,1011,1256,1628,1878,1800,2205,2203,1930,tanah
96,92,368,579,610,965,1760,2049,1934,2220,1852,1415,tanah
97,92,262,471,382,965,1760,2049,2335,2220,1852,1415,tanah
98,92,327,532,420,976,1848,2149,2409,2220,1947,1375,tanah
99,92,511,659,868,976,1848,2149,2126,2220,1947,1375,tanah
122,92,730,1015,1376,1549,1869,2049,2142,2386,2627,1981,tanaman
123,92,727,1012,1332,1549,1869,2049,2154,2386,2627,1981,tanaman
124,92,656,916,1118,1376,1832,2090,2232,2386,2309,1622,tanaman
125,92,603,849,1056,1376,1832,2090,2320,2386,2309,1622,tanaman
126,92,521,800,841,1108,2017,2324,2368,2232,2000,1280,tanaman
89,93,597,791,1034,1231,1902,2065,2067,2450,2207,1711,tanah
90,93,474,732,872,1219,1683,1919,2073,2205,2162,1772,tanah
91,93,466,661,812,1219,1683,1919,1981,2205,2162,1772,tanah
92,93,530,725,1080,1298,1634,1885,1905,2205,2219,1940,tanah
93,93,509,705,1070,1298,1634,1885,1827,2205,2219,1940,tanah
94,93,486,691,857,1256,1628,1878,1960,2205,2203,1930,tanah
95,93,400,589,833,1256,1628,1878,1917,2205,2203,1930,tanah
96,93,307,503,453,965,1760,2049,2145,2220,1852,1415,tanah
97,93,234,431,323,965,1760,2049,2449,2220,1852,1415,tanah
98,93,297,510,391,976,1848,2149,2644,2220,1947,1375,tanah
104,93,332,490,540,1159,1714,1883,2128,2153,2135,1788,tanah
123,93,635,943,1212,1549,1869,2049,2084,2386,2627,1981,tanaman
124,93,622,910,1088,1376,1832,2090,2254,2386,2309,1622,tanaman
125,93,610,916,1166,1376,1832,2090,2289,2386,2309,1622,tanaman
126,93,577,859,971,1108,2017,2324,2269,2232,2000,1280,tanaman
89,94,516,772,961,1267,1910,2070,2331,2450,2144,1688,tanah
90,94,480,784,1023,1233,1931,2096,2161,2205,2158,1771,tanah
91,94,515,717,846,1233,1931,2096,2308,2205,2158,1771,tanah
92,94,421,667,910,1241,1727,1931,2185,2205,2299,1965,tanah
93,94,521,760,1146,1241,1727,1931,2006,2205,2299,1965,tanah
94,94,544,778,1088,1150,1726,1945,1952,2205,2110,1714,tanah
95,94,358,579,698,1150,1726,1945,2060,2205,2110,1714,tanah
96,94,272,464,310,823,2012,2369,2503,2220,1579,999,tanah
97,94,240,465,302,823,2012,2369,2534,2220,1579,999,tanah
98,94,252,436,307,944,2101,2461,2554,2220,1694,1121,tanah
104,94,276,491,373,922,2001,2347,2619,2153,1777,1185,tanah
105,94,360,603,509,922,2001,2347,2871,2153,1777,1185,tanah
124,94,619,921,1072,1471,1962,2161,2278,2386,2513,1889,tanaman
125,94,665,946,1192,1471,1962,2161,2159,2386,2513,1889,tanaman
126,94,697,1000,1216,1389,2037,2246,2128,2232,2356,1693,tanaman
127,94,650,954,1180,1389,2037,2246,2242,2232,2356,1693,tanaman
89,95,474,673,765,1267,1910,2070,2539,2450,2144,1688,tanah
90,95,564,775,949,1233,1931,2096,2243,2205,2158,1771,tanah
91,95,466,685,714,1233,1931,2096,2522,2205,2158,1771,tanah
92,95,321,530,558,1241,1727,1931,2597,2205,2299,1965,tanah
93,95,392,651,758,1241,1727,1931,2406,2205,2299,1965,tanah
94,95,473,697,825,1150,1726,1945,2230,2205,2110,1714,tanah
95,95,312,473,507,1150,1726,1945,2312,2205,2110,1714,tanah
96,95,274,462,284,823,2012,2369,2745,2220,1579,999,tanah
97,95,294,536,339,823,2012,2369,3184,2220,1579,999,tanah
98,95,293,484,336,944,2101,2461,2936,2220,1694,1121,tanah
104,95,285,508,355,922,2001,2347,2789,2153,1777,1185,tanah
105,95,336,580,431,922,2001,2347,3020,2153,1777,1185,tanah
106,95,389,626,610,1231,2040,2274,2545,2153,2269,1773,tanah
125,95,670,925,1138,1471,1962,2161,2205,2386,2513,1889,tanaman
126,95,710,1000,1292,1389,2037,2246,2128,2232,2356,1693,tanaman
127,95,742,1042,1366,1389,2037,2246,2112,2232,2356,1693,tanaman
128,95,735,993,1268,1202,2312,2575,2200,2232,2176,1391,tanaman
89,96,364,559,453,915,1935,2401,2448,2744,1774,1130,tanah
90,96,377,576,562,1054,1967,2392,2266,2468,1831,1291,tanah
91,96,276,490,339,1054,1967,2392,2370,2468,1831,1291,tanah
92,96,282,442,339,931,2125,2504,2839,2468,1755,1232,tanah
93,96,290,508,411,931,2125,2504,2623,2468,1755,1232,tanah
94,96,334,564,449,931,2036,2386,2720,2468,1695,1105,tanah
95,96,290,483,372,931,2036,2386,2539,2468,1695,1105,tanah
96,96,290,487,293,833,2336,2684,2900,2569,1553,804,tanah
97,96,320,553,429,833,2336,2684,2981,2569,1553,804,tanah
98,96,385,613,569,950,2191,2565,2645,2569,1667,931,tanah
104,96,274,492,339,885,2352,2786,2850,2647,1685,903,tanah
105,96,314,529,389,885,2352,2786,3168,2647,1685,903,tanah
106,96,332,563,517,1201,2295,2564,2839,2647,2060,1486,tanah
126,96,708,995,1264,1596,1978,2162,2161,2393,2660,2014,tanaman
127,96,736,988,1296,1596,1978,2162,2286,2393,2660,2014,tanaman
128,96,722,1023,1368,1526,2044,2210,2330,2393,2623,1907,tanaman
129,96,700,980,1218,1526,2044,2210,2100,2393,2623,1907,tanaman
89,97,329,489,407,915,1935,2401,2374,2744,1774,1130,tanah
90,97,417,516,589,1054,1967,2392,2117,2468,1831,1291,tanah
91,97,322,442,422,1054,1967,2392,2062,2468,1831,1291,tanah
92,97,260,469,352,931,2125,2504,2761,2468,1755,1232,tanah
93,97,298,500,323,931,2125,2504,2954,2468,1755,1232,tanah
94,97,303,460,339,931,2036,2386,2954,2468,1695,1105,tanah
95,97,297,453,343,931,2036,2386,2731,2468,1695,1105,tanah
96,97,336,530,379,833,2336,2684,2907,2569,1553,804,tanah
97,97,369,601,519,833,2336,2684,2600,2569,1553,804,tanah
104,97,227,452,288,885,2352,2786,2805,2647,1685,903,tanah
105,97,267,474,310,885,2352,2786,3097,2647,1685,903,tanah
106,97,327,581,439,1201,2295,2564,3107,2647,2060,1486,tanah
127,97,707,1013,1202,1596,1978,2162,2326,2393,2660,2014,tanaman
128,97,768,1046,1334,1526,2044,2210,2422,2393,2623,1907,tanaman
129,97,688,968,1210,1526,2044,2210,2253,2393,2623,1907,tanaman
89,98,344,546,405,748,1937,2420,2710,2744,1500,815,tanah
90,98,473,719,673,850,1850,2068,2261,2468,1524,906,tanah
91,98,386,537,587,850,1850,2068,1766,2468,1524,906,tanah
92,98,312,480,329,729,2328,2793,2682,2468,1440,739,tanah
93,98,298,493,330,729,2328,2793,3208,2468,1440,739,tanah
94,98,299,472,326,838,2357,2934,3151,2468,1536,786,tanah
95,98,280,462,333,838,2357,2934,3026,2468,1536,786,tanah
96,98,366,574,473,964,2228,2580,2886,2569,1699,989,tanah
97,98,416,659,645,964,2228,2580,2415,2569,1699,989,tanah
104,98,263,447,302,792,2402,2886,2929,2647,1489,730,tanah
105,98,262,446,272,792,2402,2886,2823,2647,1489,730,tanah
106,98,257,438,328,858,2284,2819,2723,2647,1666,919,tanah
128,98,547,832,1040,1448,1901,2090,2160,2393,2504,1871,tanaman
129,98,588,914,1038,1448,1901,2090,2305,2393,2504,1871,tanaman
130,98,604,868,1009,1341,2005,2251,2352,2393,2321,1619,tanaman
88,99,278,401,350,748,1937,2420,2383,2744,1500,815,tanah
89,99,312,478,365,748,1937,2420,2722,2744,1500,815,tanah
90,99,344,557,476,850,1850,2068,2563,2468,1524,906,tanah
91,99,321,474,434,850,1850,2068,2064,2468,1524,906,tanah
92,99,315,436,290,729,2328,2793,2374,2468,1440,739,tanah
93,99,304,472,325,729,2328,2793,3097,2468,1440,739,tanah
94,99,316,516,342,838,2357,2934,3456,2468,1536,786,tanah
95,99,323,544,408,838,2357,2934,3304,2468,1536,786,tanah
96,99,399,626,577,964,2228,2580,2733,2569,1699,989,tanah
97,99,437,679,769,964,2228,2580,2177,2569,1699,989,tanah
104,99,229,442,284,792,2402,2886,2842,2647,1489,730,tanah
105,99,241,464,279,792,2402,2886,3054,2647,1489,730,tanah
106,99,238,436,316,858,2284,2819,2378,2647,1666,919,tanah
129,99,444,707,844,1448,1901,2090,2019,2393,2504,1871,tanaman
130,99,620,903,1084,1341,2005,2251,2381,2393,2321,1619,tanaman
131,99,713,1032,1424,1341,2005,2251,2380,2393,2321,1619,tanaman
88,100,261,417,302,741,2022,2399,2310,2744,1363,710,tanah
89,100,275,449,322,741,2022,2399,2558,2744,1363,710,tanah
90,100,277,453,327,772,1961,2386,2635,2468,1429,788,tanah
91,100,306,455,352,772,1961,2386,2501,2468,1429,788,tanah
92,100,318,455,329,718,2171,2766,2622,2468,1468,737,tanah
93,100,318,487,324,718,2171,2766,2875,2468,1468,737,tanah
94,100,318,521,327,935,2631,3106,3000,2468,1706,854,tanah
95,100,367,599,441,935,2631,3106,3481,2468,1706,854,tanah
96,100,430,681,567,1089,2290,2569,3064,2569,1884,1151,tanah
97,100,428,678,724,1089,2290,2569,2314,2569,1884,1151,tanah
104,100,231,422,273,762,2361,2856,2978,2647,1498,738,tanah
105,100,316,534,382,762,2361,2856,2933,2647,1498,738,tanah
106,100,327,544,450,765,2045,2401,2511,2647,1600,818,tanah
130,100,694,938,1180,1570,2034,2247,2285,2393,2458,1817,tanaman
131,100,723,1060,1476,1570,2034,2247,2387,2393,2458,1817,tanaman
132,100,667,973,1202,1371,2103,2537,2265,2648,2149,1532,tanaman
88,101,288,422,286,741,2022,2399,2322,2744,1363,710,tanah
89,101,270,437,301,741,2022,2399,2504,2744,1363,710,tanah
90,101,267,412,311,772,1961,2386,2423,2468,1429,788,tanah
91,101,293,455,314,772,1961,2386,2527,2468,1429,788,tanah
92,101,332,478,375,718,2171,2766,2565,2468,1468,737,tanah
93,101,344,478,426,718,2171,2766,2387,2468,1468,737,tanah
94,101,323,513,342,935,2631,3106,2424,2468,1706,854,tanah
95,101,368,619,458,935,2631,3106,3480,2468,1706,854,tanah
96,101,422,684,536,1089,2290,2569,3159,2569,1884,1151,tanah
104,101,261,469,334,762,2361,2856,2728,2647,1498,738,tanah
105,101,373,599,484,762,2361,2856,2526,2647,1498,738,tanah
106,101,345,561,565,765,2045,2401,2503,2647,1600,818,tanah
131,101,625,923,1292,1570,2034,2247,2374,2393,2458,1817,tanaman
132,101,625,932,1050,1371,2103,2537,2382,2648,2149,1532,tanaman
88,102,282,451,319,732,1883,2295,1968,2620,1360,709,tanah
89,102,296,482,328,732,1883,2295,2343,2620,1360,709,tanah
90,102,281,474,354,743,2103,2424,2553,2693,1413,701,tanah
91,102,283,490,335,743,2103,2424,2405,2693,1413,701,tanah
92,102,284,480,368,762,1954,2363,2129,2693,1437,740,tanah
93,102,346,508,448,762,1954,2363,2231,2693,1437,740,tanah
94,102,339,526,368,991,2457,2845,2701,2693,1763,928,tanah
95,102,386,645,480,991,2457,2845,3481,2693,1763,928,tanah
96,102,417,692,560,1146,2590,2966,3127,2957,1964,1142,tanah
104,102,268,422,331,794,2002,2488,2330,2611,1630,842,tanah
105,102,305,510,419,794,2002,2488,2556,2611,1630,842,tanah
106,102,282,518,433,876,1974,2385,2735,2611,1710,984,tanah
132,102,572,798,940,1305,2159,2429,2443,2603,2216,1473,tanaman
133,102,473,716,668,1305,2159,2429,2580,2603,2216,1473,tanaman
88,103,414,604,550,732,1883,2295,2272,2620,1360,709,tanah
89,103,362,551,362,732,1883,2295,2556,2620,1360,709,tanah
90,103,307,476,359,743,2103,2424,2688,2693,1413,701,tanah
91,103,328,556,405,743,2103,2424,2845,2693,1413,701,tanah
92,103,314,455,386,762,1954,2363,2522,2693,1437,740,tanah
93,103,348,534,379,762,1954,2363,2520,2693,1437,740,tanah
94,103,287,540,381,991,2457,2845,2640,2693,1763,928,tanah
95,103,405,668,501,991,2457,2845,2999,2693,1763,928,tanah
96,103,435,686,581,1146,2590,2966,3044,2957,1964,1142,tanah
104,103,272,420,284,794,2002,2488,2188,2611,1630,842,tanah
105,103,270,477,333,794,2002,2488,2459,2611,1630,842,tanah
106,103,268,493,348,876,1974,2385,2633,2611,1710,984,tanah
133,103,480,735,809,1305,2159,2429,2361,2603,2216,1473,tanaman
134,103,453,741,662,992,2326,2598,2442,2603,1707,1029,tanaman
88,104,444,717,587,940,2276,2638,2966,2620,1727,964,tanah
89,104,379,586,439,940,2276,2638,3276,2620,1727,964,tanah
90,104,372,542,432,893,2468,2944,3091,2693,1726,900,tanah
91,104,390,625,456,893,2468,2944,3263,2693,1726,900,tanah
92,104,377,568,442,939,2446,2893,3175,2693,1694,926,tanah
93,104,410,629,478,939,2446,2893,3128,2693,1694,926,tanah
94,104,390,614,517,1066,2510,2925,3016,2693,1885,1053,tanah
95,104,440,722,558,1066,2510,2925,2879,2693,1885,1053,tanah
96,104,437,724,590,1188,2597,2968,2896,2957,2000,1145,tanah
134,104,609,874,1078,1244,2123,2403,2487,2603,2068,1350,tanaman
135,104,543,785,858,1244,2123,2403,2471,2603,2068,1350,tanaman
173,104,610,976,1400,1772,2574,3018,2640,2120,3063,2083,tanaman
174,104,545,868,1294,1573,1955,2067,2193,2532,2325,1710,tanaman
175,104,521,849,1200,1573,1955,2067,2144,2532,2325,1710,tanaman
176,104,377,601,555,1050,1962,2352,2210,2532,1822,1105,tanaman
177,104,283,473,404,1050,1962,2352,2630,2532,1822,1105,tanaman
185,104,285,519,415,797,2303,2672,2657,2660,1654,809,tanaman
186,104,270,519,493,937,1979,2267,2389,2652,1723,983,tanaman
187,104,269,481,458,937,1979,2267,2205,2652,1723,983,tanaman
188,104,272,506,380,839,1964,2282,2418,2652,1678,946,tanaman
189,104,283,473,398,839,1964,2282,2370,2652,1678,946,tanaman
190,104,246,440,364,746,1864,2184,2274,2652,1505,806,tanaman
191,104,221,356,240,746,1864,2184,2175,2652,1505,806,tanaman
192,104,185,321,229,711,2200,2722,2709,2478,1470,739,tanaman
193,104,211,362,253,711,2200,2722,3134,2478,1470,739,tanaman
194,104,226,383,296,759,2000,2394,2799,2478,1564,873,tanaman
195,104,269,426,421,759,2000,2394,2326,2478,1564,873,tanaman
196,104,285,452,527,837,1502,1768,1790,2478,1526,959,tanaman
197,104,249,437,490,837,1502,1768,1769,2478,1526,959,tanaman
198,104,264,441,454,811,1983,2457,2016,2400,1607,921,tanaman
199,104,294,516,382,811,1983,2457,2808,2400,1607,921,tanaman
88,105,386,666,481,940,2276,2638,2998,2620,1727,964,tanah
89,105,380,647,496,940,2276,2638,3295,2620,1727,964,tanah
90,105,379,640,476,893,2468,2944,3394,2693,1726,900,tanah
91,105,368,636,473,893,2468,2944,3448,2693,1726,900,tanah
92,105,368,638,458,939,2446,2893,3505,2693,1694,926,tanah
93,105,375,655,467,939,2446,2893,3630,2693,1694,926,tanah
94,105,399,662,498,1066,2510,2925,3730,2693,1885,1053,tanah
95,105,432,697,545,1066,2510,2925,3100,2693,1885,1053,tanah
135,105,557,844,1015,1244,2123,2403,2424,2603,2068,1350,tanaman
174,105,609,937,1340,1573,1955,2067,2588,2532,2325,1710,tanaman
175,105,492,792,982,1573,1955,2067,2383,2532,2325,1710,tanaman
176,105,298,483,393,1050,1962,2352,2392,2532,1822,1105,tanaman
177,105,250,406,304,1050,1962,2352,2490,2532,1822,1105,tanaman
178,105,276,465,335,847,2192,2802,2900,2532,1857,1005,tanaman
179,105,239,455,316,847,2192,2802,2940,2532,1857,1005,tanaman
180,105,243,451,314,830,2324,2890,2950,2660,1871,962,tanaman
181,105,245,462,304,830,2324,2890,3038,2660,1871,962,tanaman
182,105,228,390,253,728,2403,2973,3146,2660,1665,771,tanaman
183,105,248,451,250,728,2403,2973,3504,2660,1665,771,tanaman
184,105,253,500,314,797,2303,2672,3142,2660,1654,809,tanaman
185,105,274,508,379,797,2303,2672,2696,2660,1654,809,tanaman
186,105,296,521,448,937,1979,2267,2586,2652,1723,983,tanaman
187,105,303,479,444,937,1979,2267,2279,2652,1723,983,tanaman
188,105,283,511,411,839,1964,2282,2393,2652,1678,946,tanaman
189,105,303,508,441,839,1964,2282,2350,2652,1678,946,tanaman
190,105,256,516,380,746,1864,2184,2503,2652,1505,806,tanaman
191,105,232,434,253,746,1864,2184,2453,2652,1505,806,tanaman
192,105,153,317,226,711,2200,2722,2315,2478,1470,739,tanaman
193,105,194,363,241,711,2200,2722,2685,2478,1470,739,tanaman
194,105,223,399,307,759,2000,2394,2574,2478,1564,873,tanaman
195,105,269,410,432,759,2000,2394,2049,2478,1564,873,tanaman
196,105,286,450,524,837,1502,1768,1749,2478,1526,959,tanaman
197,105,280,489,518,837,1502,1768,1770,2478,1526,959,tanaman
198,105,314,512,556,811,1983,2457,2030,2400,1607,921,tanaman
199,105,353,549,559,811,1983,2457,2397,2400,1607,921,tanaman
200,105,344,563,594,807,2105,2646,2522,2400,1727,879,tanaman
88,106,392,627,442,1054,2584,2905,2586,2620,1880,1071,tanah
89,106,379,654,495,1054,2584,2905,2834,2620,1880,1071,tanah
90,106,378,675,502,1095,2889,3286,3255,2693,1986,1068,tanah
91,106,384,650,493,1095,2889,3286,3448,2693,1986,1068,tanah
92,106,386,639,494,1115,3102,3606,3609,2693,2036,1057,tanah
93,106,381,655,456,1115,3102,3606,3842,2693,2036,1057,tanah
94,106,389,651,442,1145,3020,3346,3948,2693,2055,1109,tanah
95,106,418,666,503,1145,3020,3346,3506,2693,2055,1109,tanah
136,106,413,647,576,1011,1721,1935,1942,2603,1746,1263,tanaman
174,106,501,846,1024,1373,2218,2537,3098,2532,2322,1503,tanaman
175,106,402,733,707,1373,2218,2537,2812,2532,2322,1503,tanaman
176,106,261,454,343,808,2041,2507,2668,2532,1706,902,tanaman
177,106,216,396,321,808,2041,2507,2355,2532,1706,902,tanaman
178,106,252,432,328,754,2071,2656,2802,2532,1643,835,tanaman
179,106,250,421,341,754,2071,2656,2603,2532,1643,835,tanaman
180,106,220,420,296,747,2184,2797,2653,2660,1645,813,tanaman
181,106,244,435,290,747,2184,2797,2935,2660,1645,813,tanaman
182,106,204,353,221,776,2438,3049,2715,2660,1537,764,tanaman
183,106,223,426,234,776,2438,3049,3190,2660,1537,764,tanaman
184,106,254,510,336,890,2397,2915,3363,2660,1686,894,tanaman
185,106,266,496,399,890,2397,2915,2600,2660,1686,894,tanaman
186,106,297,518,433,949,1983,2255,2504,2652,1763,1029,tanaman
187,106,289,499,430,949,1983,2255,2329,2652,1763,1029,tanaman
188,106,257,514,448,917,1987,2325,2281,2652,1763,995,tanaman
189,106,305,527,441,917,1987,2325,2353,2652,1763,995,tanaman
190,106,261,506,374,858,2041,2388,2442,2652,1630,870,tanaman
191,106,239,506,322,858,2041,2388,2659,2652,1630,870,tanaman
192,106,225,451,311,713,2059,2369,2396,2478,1519,755,tanaman
193,106,265,420,359,713,2059,2369,2343,2478,1519,755,tanaman
194,106,272,416,430,778,1808,2134,2438,2478,1556,914,tanaman
195,106,288,433,482,778,1808,2134,1858,2478,1556,914,tanaman
196,106,301,459,535,846,1515,1807,1746,2478,1569,993,tanaman
197,106,333,487,536,846,1515,1807,1845,2478,1569,993,tanaman
198,106,286,453,569,916,1685,2074,1888,2400,1664,1050,tanaman
199,106,285,487,582,916,1685,2074,2008,2400,1664,1050,tanaman
200,106,315,543,598,912,1745,2030,2024,2400,1689,1085,tanaman
207,106,256,450,459,857,1603,1934,1888,2343,1798,1168,tanaman
208,106,277,488,468,962,1698,2067,2279,2343,1871,1212,tanaman
88,107,457,681,604,1054,2584,2905,2342,2620,1880,1071,tanah
89,107,419,693,577,1054,2584,2905,2799,2620,1880,1071,tanah
90,107,393,695,524,1095,2889,3286,3282,2693,1986,1068,tanah
91,107,390,662,494,1095,2889,3286,3393,2693,1986,1068,tanah
92,107,398,657,509,1115,3102,3606,3559,2693,2036,1057,tanah
93,107,406,655,466,1115,3102,3606,3924,2693,2036,1057,tanah
94,107,403,644,440,1145,3020,3346,4033,2693,2055,1109,tanah
95,107,417,651,469,1145,3020,3346,3829,2693,2055,1109,tanah
137,107,438,714,803,1011,1721,1935,2034,2603,1746,1263,tanaman
175,107,313,520,416,1373,2218,2537,3010,2532,2322,1503,tanaman
176,107,264,429,326,808,2041,2507,2887,2532,1706,902,tanaman
177,107,218,398,301,808,2041,2507,2597,2532,1706,902,tanaman
178,107,252,469,364,754,2071,2656,3021,2532,1643,835,tanaman
179,107,330,524,502,754,2071,2656,2457,2532,1643,835,tanaman
180,107,248,411,396,747,2184,2797,2279,2660,1645,813,tanaman
181,107,286,442,283,747,2184,2797,2918,2660,1645,813,tanaman
182,107,201,384,267,776,2438,3049,2482,2660,1537,764,tanaman
183,107,275,488,334,776,2438,3049,2610,2660,1537,764,tanaman
184,107,273,529,405,890,2397,2915,2619,2660,1686,894,tanaman
185,107,281,508,450,890,2397,2915,2354,2660,1686,894,tanaman
186,107,291,529,474,949,1983,2255,2362,2652,1763,1029,tanaman
187,107,274,495,452,949,1983,2255,2291,2652,1763,1029,tanaman
188,107,263,499,447,917,1987,2325,2298,2652,1763,995,tanaman
189,107,275,502,419,917,1987,2325,2419,2652,1763,995,tanaman
190,107,265,480,350,858,2041,2388,2467,2652,1630,870,tanaman
191,107,255,505,372,858,2041,2388,2573,2652,1630,870,tanaman
192,107,255,483,372,713,2059,2369,2474,2478,1519,755,tanaman
193,107,260,458,354,713,2059,2369,2437,2478,1519,755,tanaman
194,107,264,502,457,778,1808,2134,2526,2478,1556,914,tanaman
195,107,299,527,533,778,1808,2134,2014,2478,1556,914,tanaman
196,107,283,484,558,846,1515,1807,1886,2478,1569,993,tanaman
197,107,331,537,610,846,1515,1807,1834,2478,1569,993,tanaman
198,107,298,488,645,916,1685,2074,1714,2400,1664,1050,tanaman
199,107,276,434,482,916,1685,2074,1847,2400,1664,1050,tanaman
200,107,306,486,450,912,1745,2030,2091,2400,1689,1085,tanaman
201,107,304,476,521,912,1745,2030,1873,2400,1689,1085,tanaman
206,107,311,445,593,857,1603,1934,1780,2343,1798,1168,tanaman
207,107,242,397,360,857,1603,1934,2083,2343,1798,1168,tanaman
208,107,256,450,423,962,1698,2067,2369,2343,1871,1212,tanaman
88,108,595,807,885,1154,2265,2603,2314,2449,1974,1170,tanah
89,108,460,717,661,1154,2265,2603,3050,2449,1974,1170,tanah
90,108,410,657,485,1144,2971,3392,3378,3062,2042,1131,tanah
91,108,375,636,500,1144,2971,3392,3482,3062,2042,1131,tanah
92,108,401,681,512,1159,3237,3768,3651,3062,2101,1097,tanah
93,108,395,657,473,1159,3237,3768,3841,3062,2101,1097,tanah
94,108,406,642,441,1179,3369,3877,3998,3062,2126,1090,tanah
164,108,630,953,1058,1155,1672,1816,2221,2289,2002,1463,tanaman
165,108,501,715,882,1155,1672,1816,2060,2289,2002,1463,tanaman
166,108,432,617,727,860,1631,1801,1680,2289,1677,1058,tanaman
167,108,355,493,503,860,1631,1801,1899,2289,1677,1058,tanaman
168,108,386,579,750,840,1812,2145,2017,2316,1733,1052,tanaman
169,108,320,540,563,840,1812,2145,2110,2316,1733,1052,tanaman
170,108,255,469,311,871,2379,2771,2728,2316,1845,999,tanaman
171,108,232,477,294,871,2379,2771,3110,2316,1845,999,tanaman
172,108,233,471,319,1037,2500,2979,3217,2316,1921,1134,tanaman
173,108,252,472,308,1037,2500,2979,3276,2316,1921,1134,tanaman
174,108,254,445,320,904,2448,2908,3371,2862,1837,1039,tanaman
175,108,265,447,333,904,2448,2908,2863,2862,1837,1039,tanaman
176,108,253,418,341,757,2169,2648,2508,2862,1663,870,tanaman
177,108,222,382,313,757,2169,2648,2351,2862,1663,870,tanaman
178,108,252,460,399,856,1933,2172,2574,2862,1654,940,tanaman
179,108,313,516,564,856,1933,2172,2245,2862,1654,940,tanaman
180,108,260,413,434,786,2171,2482,2519,2737,1629,846,tanaman
181,108,272,501,304,786,2171,2482,3081,2737,1629,846,tanaman
182,108,240,437,354,819,2228,2739,2575,2737,1689,830,tanaman
183,108,329,573,404,819,2228,2739,2994,2737,1689,830,tanaman
184,108,265,530,405,933,2222,2700,2856,2737,1770,959,tanaman
185,108,280,501,402,933,2222,2700,2583,2737,1770,959,tanaman
186,108,293,559,446,968,2023,2353,2555,2959,1769,1027,tanaman
187,108,297,503,463,968,2023,2353,2328,2959,1769,1027,tanaman
188,108,313,519,451,947,2019,2334,2272,2959,1730,979,tanaman
189,108,297,504,421,947,2019,2334,2388,2959,1730,979,tanaman
190,108,261,494,329,920,2093,2486,2626,2959,1655,893,tanaman
