x,y,B02,B03,B04,B05,B06,B07,B08,B09,B11,B12,Label
191,108,261,480,326,920,2093,2486,2640,2959,1655,893,tanaman
192,108,245,441,348,891,2158,2499,2619,2647,1629,902,tanaman
193,108,267,471,366,891,2158,2499,2701,2647,1629,902,tanaman
194,108,274,517,452,884,1912,2295,2536,2647,1695,1050,tanaman
195,108,309,541,549,884,1912,2295,2133,2647,1695,1050,tanaman
196,108,323,537,550,883,1630,1931,2196,2647,1743,1111,tanaman
197,108,348,555,570,883,1630,1931,2122,2647,1743,1111,tanaman
198,108,376,596,692,906,1603,1915,2205,2497,1756,1108,tanaman
199,108,353,551,673,906,1603,1915,2125,2497,1756,1108,tanaman
200,108,315,520,507,866,1774,1981,2102,2497,1728,1060,tanaman
201,108,311,485,532,866,1774,1981,2090,2497,1728,1060,tanaman
205,108,363,568,724,1000,1545,1785,1808,2366,1862,1330,tanaman
206,108,273,448,483,771,1664,2064,1874,2366,1716,1072,tanaman
207,108,231,394,333,771,1664,2064,2336,2366,1716,1072,tanaman
208,108,264,440,383,863,1833,2140,2667,2366,1758,1050,tanaman
88,109,624,857,969,1154,2265,2603,2545,2449,1974,1170,tanah
89,109,415,703,629,1154,2265,2603,3291,2449,1974,1170,tanah
90,109,398,639,480,1144,2971,3392,3527,3062,2042,1131,tanah
91,109,386,632,498,1144,2971,3392,3596,3062,2042,1131,tanah
92,109,404,679,476,1159,3237,3768,3872,3062,2101,1097,tanah
93,109,386,667,469,1159,3237,3768,4018,3062,2101,1097,tanah
95,109,391,679,459,1179,3369,3877,3973,3062,2126,1090,tanah
96,109,407,684,484,1215,2810,3162,3938,3593,2077,1194,tanah
97,109,453,732,610,1215,2810,3162,3162,3593,2077,1194,tanah
138,109,487,731,979,1244,1711,1873,1874,2391,2171,1839,tanaman
139,109,544,820,893,1244,1711,1873,1902,2391,2171,1839,tanaman
163,109,579,778,868,1295,2027,2248,2278,2289,2197,1643,tanaman
164,109,662,800,941,1155,1672,1816,2213,2289,2002,1463,tanaman
165,109,590,807,1114,1155,1672,1816,2375,2289,2002,1463,tanaman
166,109,619,924,1164,860,1631,1801,2094,2289,1677,1058,tanaman
167,109,507,736,846,860,1631,1801,1995,2289,1677,1058,tanaman
168,109,492,763,951,840,1812,2145,2188,2316,1733,1052,tanaman
169,109,558,789,976,840,1812,2145,2031,2316,1733,1052,tanaman
170,109,435,550,582,871,2379,2771,2172,2316,1845,999,tanaman
171,109,296,455,430,871,2379,2771,2377,2316,1845,999,tanaman
172,109,293,506,348,1037,2500,2979,2531,2316,1921,1134,tanaman
173,109,271,448,333,1037,2500,2979,2566,2316,1921,1134,tanaman
174,109,265,414,327,904,2448,2908,2906,2862,1837,1039,tanaman
175,109,282,481,407,904,2448,2908,2829,2862,1837,1039,tanaman
176,109,333,507,623,757,2169,2648,2345,2862,1663,870,tanaman
177,109,339,484,582,757,2169,2648,2278,2862,1663,870,tanaman
178,109,384,575,648,856,1933,2172,2155,2862,1654,940,tanaman
179,109,312,461,449,856,1933,2172,1617,2862,1654,940,tanaman
180,109,273,429,390,786,2171,2482,2519,2737,1629,846,tanaman
181,109,348,568,464,786,2171,2482,3266,2737,1629,846,tanaman
182,109,390,616,499,819,2228,2739,2820,2737,1689,830,tanaman
183,109,321,593,377,819,2228,2739,2968,2737,1689,830,tanaman
184,109,241,533,337,933,2222,2700,2907,2737,1770,959,tanaman
185,109,268,563,323,933,2222,2700,2988,2737,1770,959,tanaman
186,109,281,550,369,968,2023,2353,2841,2959,1769,1027,tanaman
187,109,302,537,405,968,2023,2353,2590,2959,1769,1027,tanaman
188,109,314,558,430,947,2019,2334,2542,2959,1730,979,tanaman
189,109,277,489,413,947,2019,2334,2426,2959,1730,979,tanaman
190,109,239,483,357,920,2093,2486,2598,2959,1655,893,tanaman
191,109,251,433,350,920,2093,2486,2377,2959,1655,893,tanaman
192,109,243,410,307,891,2158,2499,2680,2647,1629,902,tanaman
193,109,230,473,321,891,2158,2499,3362,2647,1629,902,tanaman
194,109,265,526,419,884,1912,2295,2976,2647,1695,1050,tanaman
195,109,283,491,498,884,1912,2295,2336,2647,1695,1050,tanaman
196,109,308,532,475,883,1630,1931,2497,2647,1743,1111,tanaman
197,109,283,493,436,883,1630,1931,2406,2647,1743,1111,tanaman
198,109,299,464,430,906,1603,1915,2470,2497,1756,1108,tanaman
199,109,286,505,450,906,1603,1915,2591,2497,1756,1108,tanaman
200,109,348,527,481,866,1774,1981,2743,2497,1728,1060,tanaman
201,109,305,502,435,866,1774,1981,2472,2497,1728,1060,tanaman
202,109,302,541,381,934,1746,2124,3282,2497,1815,1145,tanaman
204,109,372,555,650,1000,1545,1785,2070,2366,1862,1330,tanaman
205,109,309,503,609,1000,1545,1785,1778,2366,1862,1330,tanaman
206,109,277,430,356,771,1664,2064,2381,2366,1716,1072,tanaman
207,109,269,450,338,771,1664,2064,2570,2366,1716,1072,tanaman
208,109,290,509,390,863,1833,2140,2837,2366,1758,1050,tanaman
88,110,507,789,739,1260,2489,2854,3022,2449,2126,1365,tanah
89,110,389,678,584,1260,2489,2854,3506,2449,2126,1365,tanah
90,110,419,693,584,1123,3134,3489,3338,3062,2114,1140,tanah
91,110,413,696,531,1123,3134,3489,3654,3062,2114,1140,tanah
94,110,406,665,481,1169,3468,3914,3994,3062,2133,1059,tanah
95,110,372,671,484,1169,3468,3914,3858,3062,2133,1059,tanah
96,110,412,666,522,1226,3039,3325,3767,3593,2037,1130,tanah
97,110,468,750,633,1226,3039,3325,3084,3593,2037,1130,tanah
137,110,541,680,922,1109,1740,1963,1843,2676,2063,1593,tanaman
138,110,462,664,882,1251,1786,2159,1926,2391,2362,1887,tanaman
139,110,560,640,894,1251,1786,2159,2079,2391,2362,1887,tanaman
140,110,634,747,847,1138,1890,2111,1978,2391,1607,1112,tanaman
162,110,287,517,441,978,1901,2327,2437,2289,1925,1299,tanaman
163,110,369,601,669,978,1901,2327,2134,2289,1925,1299,tanaman
164,110,392,616,694,1364,1922,2201,2187,2289,2422,1773,tanaman
165,110,565,843,1132,1364,1922,2201,2329,2289,2422,1773,tanaman
166,110,751,1034,1400,1432,1913,2095,2360,2289,2516,1902,tanaman
167,110,662,919,1222,1432,1913,2095,2202,2289,2516,1902,tanaman
168,110,632,883,1216,1370,1877,2220,2387,2316,2377,1701,tanaman
169,110,699,1028,1298,1370,1877,2220,2325,2316,2377,1701,tanaman
170,110,630,913,1072,1139,1960,2372,2195,2316,1980,1337,tanaman
171,110,437,717,767,1139,1960,2372,2143,2316,1980,1337,tanaman
172,110,608,717,746,945,2119,2478,2173,2316,1830,1138,tanaman
173,110,462,605,830,945,2119,2478,2055,2316,1830,1138,tanaman
174,110,350,478,516,885,2150,2529,2259,2862,1756,1055,tanaman
175,110,314,508,440,885,2150,2529,2512,2862,1756,1055,tanaman
176,110,352,606,565,954,1891,2326,2321,2862,1696,1158,tanaman
177,110,316,547,628,954,1891,2326,2407,2862,1696,1158,tanaman
178,110,475,738,876,1005,1871,2188,2488,2862,1665,1105,tanaman
179,110,455,634,689,1005,1871,2188,2030,2862,1665,1105,tanaman
180,110,359,568,541,923,2326,2761,2520,2737,1756,984,tanaman
181,110,393,631,551,923,2326,2761,3124,2737,1756,984,tanaman
182,110,458,728,670,1011,2366,2885,2952,2737,1953,1038,tanaman
183,110,404,686,515,1011,2366,2885,2943,2737,1953,1038,tanaman
184,110,242,545,343,1008,2517,2751,2867,2737,1830,981,tanaman
185,110,239,540,294,1008,2517,2751,3045,2737,1830,981,tanaman
186,110,245,491,324,1019,2501,2789,2942,2959,1817,996,tanaman
187,110,269,558,374,1019,2501,2789,2945,2959,1817,996,tanaman
188,110,276,574,426,1025,2347,2604,3020,2959,1802,987,tanaman
189,110,276,533,412,1025,2347,2604,2706,2959,1802,987,tanaman
190,110,256,522,366,851,2035,2375,2554,2959,1617,832,tanaman
191,110,221,398,324,851,2035,2375,2081,2959,1617,832,tanaman
192,110,225,395,253,802,2361,2617,2503,2647,1623,794,tanaman
193,110,225,448,258,802,2361,2617,3225,2647,1623,794,tanaman
194,110,258,538,305,916,2333,2745,3298,2647,1820,1011,tanaman
195,110,234,468,374,916,2333,2745,2610,2647,1820,1011,tanaman
196,110,295,554,428,950,1950,2381,2736,2647,1903,1126,tanaman
197,110,305,576,435,950,1950,2381,2623,2647,1903,1126,tanaman
198,110,267,489,362,905,1971,2417,2423,2497,1855,1071,tanaman
199,110,253,456,350,905,1971,2417,2666,2497,1855,1071,tanaman
200,110,226,432,309,824,2185,2652,2823,2497,1789,984,tanaman
201,110,237,417,293,824,2185,2652,2732,2497,1789,984,tanaman
202,110,274,516,324,907,2207,2883,3593,2497,1953,1100,tanaman
204,110,426,608,714,917,1835,2039,2452,2366,1957,1200,tanaman
205,110,314,514,559,917,1835,2039,2238,2366,1957,1200,tanaman
206,110,294,466,357,791,1978,2467,2886,2366,1749,993,tanaman
207,110,282,437,382,791,1978,2467,2711,2366,1749,993,tanaman
208,110,301,514,418,918,2159,2531,2996,2366,1817,1069,tanaman
88,111,443,694,575,1260,2489,2854,3362,2449,2126,1365,tanah
89,111,442,686,648,1260,2489,2854,2998,2449,2126,1365,tanah
90,111,473,738,716,1123,3134,3489,2811,3062,2114,1140,tanah
93,111,399,673,489,1154,3372,3931,3916,3062,2125,1098,tanah
94,111,396,671,478,1169,3468,3914,3960,3062,2133,1059,tanah
95,111,372,661,454,1169,3468,3914,4052,3062,2133,1059,tanah
96,111,410,684,539,1226,3039,3325,3746,3593,2037,1130,tanah
136,111,892,1240,1176,1109,1740,1963,2278,2676,2063,1593,tanaman
137,111,700,852,1162,1109,1740,1963,1921,2676,2063,1593,tanaman
138,111,471,893,1078,1251,1786,2159,2098,2391,2362,1887,tanaman
139,111,1866,2354,1760,1251,1786,2159,3545,2391,2362,1887,tanaman
140,111,1018,1588,1766,1138,1890,2111,2825,2391,1607,1112,tanaman
141,111,771,1118,951,1138,1890,2111,2093,2391,1607,1112,tanaman
162,111,308,479,444,978,1901,2327,2359,2289,1925,1299,tanaman
163,111,334,591,600,978,1901,2327,2475,2289,1925,1299,tanaman
164,111,388,631,602,1364,1922,2201,2354,2289,2422,1773,tanaman
165,111,614,886,1114,1364,1922,2201,2463,2289,2422,1773,tanaman
166,111,763,1060,1366,1432,1913,2095,2334,2289,2516,1902,tanaman
167,111,667,1002,1260,1432,1913,2095,2360,2289,2516,1902,tanaman
168,111,662,1028,1380,1370,1877,2220,2549,2316,2377,1701,tanaman
169,111,728,1034,1394,1370,1877,2220,2500,2316,2377,1701,tanaman
170,111,633,907,1176,1139,1960,2372,2266,2316,1980,1337,tanaman
171,111,530,846,895,1139,1960,2372,2276,2316,1980,1337,tanaman
172,111,579,871,945,945,2119,2478,2510,2316,1830,1138,tanaman
173,111,569,900,1182,945,2119,2478,2354,2316,1830,1138,tanaman
174,111,506,790,981,885,2150,2529,2077,2862,1756,1055,tanaman
175,111,444,619,702,885,2150,2529,2210,2862,1756,1055,tanaman
176,111,374,551,522,954,1891,2326,1976,2862,1696,1158,tanaman
177,111,262,442,449,954,1891,2326,1894,2862,1696,1158,tanaman
178,111,334,545,433,1005,1871,2188,2542,2862,1665,1105,tanaman
179,111,347,582,512,1005,1871,2188,2808,2862,1665,1105,tanaman
180,111,308,592,442,923,2326,2761,2852,2737,1756,984,tanaman
181,111,311,546,426,923,2326,2761,2795,2737,1756,984,tanaman
182,111,334,574,469,1011,2366,2885,2831,2737,1953,1038,tanaman
183,111,330,593,458,1011,2366,2885,3008,2737,1953,1038,tanaman
184,111,278,514,418,1008,2517,2751,2778,2737,1830,981,tanaman
185,111,292,539,359,1008,2517,2751,2801,2737,1830,981,tanaman
186,111,263,503,350,1019,2501,2789,3005,2959,1817,996,tanaman
187,111,282,556,347,1019,2501,2789,3077,2959,1817,996,tanaman
188,111,281,582,397,1025,2347,2604,3088,2959,1802,987,tanaman
189,111,263,536,462,1025,2347,2604,2758,2959,1802,987,tanaman
190,111,297,527,403,851,2035,2375,2596,2959,1617,832,tanaman
191,111,234,390,312,851,2035,2375,2178,2959,1617,832,tanaman
192,111,235,432,241,802,2361,2617,2437,2647,1623,794,tanaman
193,111,265,485,321,802,2361,2617,2765,2647,1623,794,tanaman
194,111,285,511,374,916,2333,2745,2905,2647,1820,1011,tanaman
195,111,298,524,428,916,2333,2745,2898,2647,1820,1011,tanaman
196,111,326,614,507,950,1950,2381,2916,2647,1903,1126,tanaman
197,111,352,617,525,950,1950,2381,2785,2647,1903,1126,tanaman
198,111,324,530,430,905,1971,2417,2879,2497,1855,1071,tanaman
199,111,292,506,397,905,1971,2417,2954,2497,1855,1071,tanaman
200,111,232,435,252,824,2185,2652,2931,2497,1789,984,tanaman
201,111,211,408,248,824,2185,2652,2899,2497,1789,984,tanaman
202,111,227,442,251,907,2207,2883,3178,2497,1953,1100,tanaman
203,111,248,513,352,907,2207,2883,3399,2497,1953,1100,tanaman
204,111,276,502,437,917,1835,2039,2575,2366,1957,1200,tanaman
205,111,260,466,395,917,1835,2039,2433,2366,1957,1200,tanaman
206,111,258,465,309,791,1978,2467,2988,2366,1749,993,tanaman
207,111,232,412,372,791,1978,2467,2652,2366,1749,993,tanaman
88,112,374,607,445,1093,2469,3013,3339,2449,1975,1194,tanah
92,112,485,755,637,1342,3025,3590,3053,3062,2252,1354,tanah
93,112,463,717,634,1342,3025,3590,3204,3062,2252,1354,tanah
94,112,439,668,529,1210,3194,3684,3608,3062,2105,1125,tanah
95,112,405,671,469,1210,3194,3684,4005,3062,2105,1125,tanah
135,112,1158,1340,1510,1579,1911,2120,2250,2676,2185,1927,tanaman
136,112,1528,1654,1862,1552,2035,2096,2436,2676,2402,2341,tanaman
137,112,828,1126,1520,1552,2035,2096,1910,2676,2402,2341,tanaman
138,112,1190,1370,1676,2086,2363,2612,2349,2391,3160,2961,tanaman
139,112,4356,3636,3912,2086,2363,2612,4792,2391,3160,2961,tanaman
140,112,2192,2578,3196,2027,2533,2477,3301,2391,2398,2065,tanaman
141,112,629,780,533,2027,2533,2477,1995,2391,2398,2065,tanaman
142,112,427,598,631,898,1408,1697,1688,2391,1071,663,tanaman
162,112,375,617,705,1000,1869,2161,2082,2289,1813,1199,tanaman
163,112,405,637,698,1000,1869,2161,2299,2289,1813,1199,tanaman
164,112,348,540,608,1236,1963,2276,2277,2289,2218,1636,tanaman
165,112,506,713,916,1236,1963,2276,2376,2289,2218,1636,tanaman
166,112,636,940,1230,1629,2111,2341,2369,2289,2800,2164,tanaman
167,112,714,1024,1354,1629,2111,2341,2421,2289,2800,2164,tanaman
168,112,792,1088,1500,1736,2067,2308,2536,2316,2918,2209,tanaman
169,112,796,1128,1444,1736,2067,2308,2510,2316,2918,2209,tanaman
170,112,579,863,1120,1333,1982,2143,2134,2316,2328,1688,tanaman
171,112,407,640,644,1333,1982,2143,2205,2316,2328,1688,tanaman
172,112,386,677,647,1178,2015,2372,2935,2316,2200,1563,tanaman
173,112,517,758,927,1178,2015,2372,2490,2316,2200,1563,tanaman
174,112,557,790,1021,1165,1822,2161,2310,2862,1980,1489,tanaman
175,112,440,684,658,1165,1822,2161,2219,2862,1980,1489,tanaman
176,112,314,504,450,802,1618,1954,1776,2862,1539,969,tanaman
177,112,277,433,410,802,1618,1954,1546,2862,1539,969,tanaman
178,112,237,356,274,817,1764,2201,1863,2862,1413,805,tanaman
179,112,252,412,322,817,1764,2201,2480,2862,1413,805,tanaman
180,112,266,524,325,883,2158,2565,2787,2737,1519,842,tanaman
181,112,256,515,325,883,2158,2565,2435,2737,1519,842,tanaman
182,112,248,466,297,901,2199,2814,2621,2737,1753,980,tanaman
183,112,271,513,365,901,2199,2814,2806,2737,1753,980,tanaman
184,112,299,510,432,935,2180,2549,2392,2737,1699,925,tanaman
185,112,303,485,396,935,2180,2549,2418,2737,1699,925,tanaman
186,112,311,544,464,976,2580,3024,3038,2959,1766,915,tanaman
187,112,313,572,390,976,2580,3024,3398,2959,1766,915,tanaman
188,112,309,575,459,1034,2411,2781,3132,2959,1875,1008,tanaman
189,112,333,638,597,1034,2411,2781,2568,2959,1875,1008,tanaman
190,112,334,582,487,846,1981,2396,2391,2959,1670,888,tanaman
191,112,213,413,357,846,1981,2396,2372,2959,1670,888,tanaman
192,112,288,517,358,894,2215,2653,2765,2647,1674,882,tanaman
193,112,360,623,483,894,2215,2653,2981,2647,1674,882,tanaman
194,112,317,582,468,989,2375,2887,2445,2647,1960,1059,tanaman
195,112,302,564,457,989,2375,2887,3023,2647,1960,1059,tanaman
196,112,355,687,548,1061,2280,2736,3023,2647,2139,1160,tanaman
197,112,343,637,478,1061,2280,2736,2996,2647,2139,1160,tanaman
198,112,323,543,467,972,2328,2821,3154,2497,2065,1114,tanaman
199,112,367,631,496,972,2328,2821,2961,2497,2065,1114,tanaman
200,112,280,490,336,714,2215,2904,2896,2497,1829,937,tanaman
201,112,205,375,238,714,2215,2904,2805,2497,1829,937,tanaman
202,112,216,381,258,781,2240,3011,2878,2497,1873,954,tanaman
203,112,236,429,279,781,2240,3011,2994,2497,1873,954,tanaman
204,112,245,380,267,846,2154,2533,2543,2366,1745,1016,tanaman
205,112,208,329,272,846,2154,2533,2248,2366,1745,1016,tanaman
206,112,249,437,343,782,2009,2558,2792,2366,1676,943,tanaman
207,112,284,467,430,782,2009,2558,2558,2366,1676,943,tanaman
91,113,735,1012,1256,1283,2689,3085,2473,3062,2228,1346,tanah
92,113,751,1007,1282,1342,3025,3590,2768,3062,2252,1354,tanah
93,113,664,954,1094,1342,3025,3590,2814,3062,2252,1354,tanah
94,113,477,742,633,1210,3194,3684,2918,3062,2105,1125,tanah
95,113,428,716,575,1210,3194,3684,3094,3062,2105,1125,tanah
136,113,966,1224,1534,1552,2035,2096,1955,2676,2402,2341,tanaman
137,113,806,1140,1246,1552,2035,2096,1938,2676,2402,2341,tanaman
138,113,855,1224,1298,2086,2363,2612,2049,2391,3160,2961,tanaman
139,113,1670,2158,2398,2086,2363,2612,2688,2391,3160,2961,tanaman
140,113,1482,2000,2170,2027,2533,2477,2483,2391,2398,2065,tanaman
141,113,536,730,658,2027,2533,2477,1827,2391,2398,2065,tanaman
142,113,349,584,587,898,1408,1697,1954,2391,1071,663,tanaman
143,113,377,637,652,898,1408,1697,2410,2391,1071,663,tanaman
144,113,553,863,885,1049,1648,1739,2266,2453,861,541,tanaman
145,113,470,843,924,1049,1648,1739,1781,2453,861,541,tanaman
146,113,466,777,810,1032,1438,1657,1844,2453,813,456,tanaman
147,113,472,764,806,1032,1438,1657,1811,2453,813,456,tanaman
162,113,422,661,792,1000,1869,2161,2127,2289,1813,1199,tanaman
163,113,418,666,741,1000,1869,2161,2109,2289,1813,1199,tanaman
164,113,338,533,657,1236,1963,2276,1967,2289,2218,1636,tanaman
165,113,426,627,747,1236,1963,2276,2030,2289,2218,1636,tanaman
166,113,450,727,901,1629,2111,2341,2224,2289,2800,2164,tanaman
167,113,584,908,1134,1629,2111,2341,2273,2289,2800,2164,tanaman
168,113,619,929,1248,1736,2067,2308,2320,2316,2918,2209,tanaman
169,113,639,913,1204,1736,2067,2308,2361,2316,2918,2209,tanaman
170,113,532,755,991,1333,1982,2143,2026,2316,2328,1688,tanaman
171,113,362,568,583,1333,1982,2143,2030,2316,2328,1688,tanaman
172,113,343,579,504,1178,2015,2372,2684,2316,2200,1563,tanaman
173,113,413,622,681,1178,2015,2372,2306,2316,2200,1563,tanaman
174,113,493,709,941,1165,1822,2161,2142,2862,1980,1489,tanaman
175,113,402,695,692,1165,1822,2161,2283,2862,1980,1489,tanaman
176,113,303,529,485,802,1618,1954,2106,2862,1539,969,tanaman
177,113,337,523,460,802,1618,1954,1738,2862,1539,969,tanaman
178,113,301,465,397,817,1764,2201,1520,2862,1413,805,tanaman
179,113,279,461,416,817,1764,2201,1687,2862,1413,805,tanaman
180,113,314,510,427,883,2158,2565,1970,2737,1519,842,tanaman
181,113,273,413,348,883,2158,2565,1827,2737,1519,842,tanaman
182,113,247,393,282,901,2199,2814,2454,2737,1753,980,tanaman
183,113,278,489,340,901,2199,2814,2709,2737,1753,980,tanaman
184,113,281,456,356,935,2180,2549,2319,2737,1699,925,tanaman
185,113,239,407,269,935,2180,2549,2295,2737,1699,925,tanaman
186,113,247,466,372,976,2580,3024,2721,2959,1766,915,tanaman
187,113,274,530,372,976,2580,3024,3289,2959,1766,915,tanaman
188,113,286,545,424,1034,2411,2781,3084,2959,1875,1008,tanaman
189,113,328,540,527,1034,2411,2781,2352,2959,1875,1008,tanaman
190,113,328,505,462,846,1981,2396,2454,2959,1670,888,tanaman
191,113,300,432,422,846,1981,2396,2524,2959,1670,888,tanaman
192,113,295,502,405,894,2215,2653,2754,2647,1674,882,tanaman
193,113,356,605,535,894,2215,2653,3013,2647,1674,882,tanaman
194,113,350,553,477,989,2375,2887,2687,2647,1960,1059,tanaman
195,113,332,522,455,989,2375,2887,2884,2647,1960,1059,tanaman
196,113,392,674,539,1061,2280,2736,3022,2647,2139,1160,tanaman
197,113,317,547,422,1061,2280,2736,3066,2647,2139,1160,tanaman
198,113,285,549,379,972,2328,2821,3360,2497,2065,1114,tanaman
199,113,365,653,462,972,2328,2821,3423,2497,2065,1114,tanaman
200,113,282,496,410,714,2215,2904,2858,2497,1829,937,tanaman
201,113,232,455,298,714,2215,2904,2920,2497,1829,937,tanaman
202,113,281,463,350,781,2240,3011,3251,2497,1873,954,tanaman
203,113,295,482,369,781,2240,3011,3037,2497,1873,954,tanaman
204,113,279,485,317,846,2154,2533,2819,2366,1745,1016,tanaman
205,113,223,429,285,846,2154,2533,2409,2366,1745,1016,tanaman
206,113,264,477,403,782,2009,2558,2230,2366,1676,943,tanaman
207,113,296,473,500,782,2009,2558,2084,2366,1676,943,tanaman
90,114,659,919,1110,1502,2306,2449,2529,2758,2396,1616,tanah
91,114,767,1058,1328,1502,2306,2449,2443,2758,2396,1616,tanah
92,114,790,1092,1456,1561,2373,2580,2640,2758,2497,1664,tanah
93,114,746,1086,1294,1561,2373,2580,2610,2758,2497,1664,tanah
94,114,497,777,742,1264,2541,2787,2561,2758,2029,1219,tanah
137,114,495,703,845,1328,1827,2066,1979,2364,2192,1882,tanaman
138,114,542,760,907,1879,2148,2363,2260,2248,2829,2749,tanaman
139,114,602,859,1076,1879,2148,2363,2124,2248,2829,2749,tanaman
140,114,780,1076,1212,1795,2294,2326,2125,2248,2309,2350,tanaman
141,114,594,780,875,1795,2294,2326,1902,2248,2309,2350,tanaman
142,114,292,500,439,812,1665,2033,2033,2248,1358,815,tanaman
143,114,286,531,438,812,1665,2033,2557,2248,1358,815,tanaman
144,114,400,700,643,1132,2135,2357,2642,2227,1086,673,tanaman
